lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,113256,43685,42435,27136,5,0.567,0.108,Hard,1,3.1,3.1,3.1,3.1,2.4,2.37,8.7,1,Clear,34,23,none,0,,0
2,106411,37419,43205,25787,5,2.768,0.105,Hard,2,5.6,5.1,5.1,5.6,4.2,2.33,2.0,1,Clear,34,23,none,0,,0
3,106044,37532,42651,25861,4,2.164,3.320,Hard,3,8.2,7.1,6.6,8.2,5.6,2.42,4.6,1,Clear,34,23,none,0,,0
4,108297,38106,43464,26727,3,0.070,3.056,Hard,4,11.0,9.1,8.2,11.0,7.0,2.41,6.2,1,Clear,34,23,none,0,,1
5,107533,38555,43563,25415,2,0.068,1.093,Hard,5,13.9,11.3,10.1,13.9,8.5,2.42,2.9,3,Clear,34,23,none,0,,0
6,110140,37901,43300,28939,3,0.114,2.933,Medium,1,0.2,0.1,0.2,0.2,0.1,2.47,4.0,0,Clear,34,23,none,1,Medium,0
7,123142,52460,43284,27398,9,1.061,0.075,Medium,2,4.1,3.1,2.3,4.1,2.3,2.40,4.4,1,Clear,34,23,SC,0,,0
8,129718,46224,55126,28368,3,13.126,2.334,Medium,3,7.7,5.7,4.5,7.7,4.4,2.51,34.5,1,Clear,33,23,SC,0,,0
9,150143,43353,59297,47493,2,0.000,1.474,Medium,4,11.2,8.6,6.6,11.2,6.7,2.87,22.8,3,Clear,33,23,SC,0,,0
10,105025,36783,42404,25838,2,0.102,1.855,Medium,5,14.7,11.5,8.8,14.7,8.9,2.80,0.4,1,Clear,33,23,none,0,,0
11,107469,37285,42781,27403,3,65.505,0.948,Medium,6,18.6,14.5,11.0,18.6,10.7,2.74,16.5,0,Clear,33,23,none,0,,0
12,116373,40225,49592,26556,8,0.244,0.075,Medium,7,22.4,17.5,13.4,22.4,12.9,2.74,76.0,0,Clear,33,23,none,0,,1
13,107184,38493,44230,24461,8,0.550,0.242,Medium,8,26.1,20.3,16.0,26.1,15.1,0.00,0.0,0,Clear,32,22,none,0,,0
