lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,91851,37398,18483,35970,9,0.254,0.643,Medium,1,3.0,2.4,3.0,2.8,2.6,1.43,19.4,3,Clear,28,19,none,0,,0
2,82883,28650,18580,35653,5,0.360,0.382,Medium,2,6.4,5.2,5.3,6.4,4.6,1.35,8.3,0,Clear,28,19,none,0,,1
3,83071,29391,18298,35382,4,0.681,0.888,Medium,3,10.4,8.1,7.6,10.4,6.6,1.41,3.2,3,Clear,28,19,none,0,,1
4,82262,28610,18527,35125,3,3.659,1.212,Medium,4,14.1,10.9,10.0,14.1,8.7,1.34,9.3,3,Clear,28,19,none,0,,0
5,82703,28850,18659,35194,3,2.513,2.463,Medium,5,17.5,13.8,12.6,17.5,10.9,1.39,4.5,3,Clear,28,19,none,0,,0
6,82951,28785,18721,35445,3,2.008,3.692,Medium,6,21.2,16.7,14.8,21.2,13.2,1.33,6.9,3,Clear,28,19,none,0,,0
7,82341,28853,18234,35254,2,0.919,5.643,Medium,7,24.8,19.5,17.2,24.8,15.1,1.24,5.1,3,Clear,27,19,none,0,,0
8,97474,28889,18599,49986,6,0.040,1.857,Medium,8,28.3,22.5,19.4,28.3,17.0,1.45,42.2,0,Clear,27,19,none,0,,0
9,111719,33444,18697,59578,3,0.130,0.000,Soft,1,0.5,0.4,0.1,0.5,0.2,1.27,11.4,3,Clear,27,19,none,1,Soft,0
10,81294,28374,18270,34650,3,0.176,3.255,Soft,2,5.4,4.4,3.3,5.4,3.0,1.36,14.5,3,Clear,27,19,none,0,,0
11,81604,28277,18618,34709,3,0.000,4.513,Soft,3,10.0,8.3,6.7,10.0,5.7,1.22,12.8,0,Clear,27,19,none,0,,0
12,82227,28973,18559,34695,2,0.021,4.972,Soft,4,15.0,12.0,9.9,15.0,8.5,1.18,24.6,3,Clear,27,19,none,0,,0
13,82380,28587,18632,35161,2,0.072,5.906,Soft,5,20.0,15.7,13.2,20.0,11.1,1.22,19.5,3,Clear,27,19,none,0,,0
14,82474,28939,18493,35042,2,0.014,7.458,Soft,6,24.7,19.6,16.4,24.7,13.8,1.05,21.2,3,Clear,27,19,none,0,,0
15,83400,28634,18815,35951,2,0.000,7.692,Soft,7,29.6,23.4,19.6,29.6,16.4,0.00,0.0,0,Clear,26,18,none,0,,0
