lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,86560,30871,27777,27912,3,0.771,2.138,Medium,1,2.7,2.6,2.3,2.7,2.2,2.45,12.7,3,Clear,39,27,none,0,,0
2,86797,27728,28736,30333,3,0.025,0.394,Medium,2,6.2,5.3,4.6,6.2,4.5,2.54,1.4,3,Clear,39,27,none,0,,0
3,88294,28746,29745,29803,2,0.000,0.027,Medium,3,9.8,8.1,6.9,9.8,6.6,2.57,3.5,3,Clear,39,27,none,0,,0
4,90410,29366,31138,29906,2,0.050,0.139,Medium,4,13.4,11.0,9.1,13.4,8.6,2.52,54.7,0,Clear,39,27,none,0,,0
5,87615,28912,29460,29243,3,1.055,0.603,Medium,5,17.0,13.8,11.5,17.0,10.6,2.52,1.8,3,Clear,39,27,none,0,,0
6,111531,27251,29080,55200,7,0.149,1.299,Hard,1,0.1,0.0,0.1,0.0,0.1,2.61,11.5,0,Clear,39,27,none,1,Hard,0
7,104471,47501,28956,28014,13,0.508,6.346,Hard,2,2.7,2.2,1.9,2.7,1.7,2.67,4.8,3,Clear,38,27,none,0,,0
8,84179,27272,27922,28985,4,0.344,5.667,Hard,3,5.5,4.4,3.8,5.5,3.2,2.50,1.4,3,Clear,38,27,none,0,,0
9,85156,28308,28043,28805,3,5.049,0.235,Hard,4,8.2,6.3,5.5,8.2,4.9,2.43,41.5,0,Clear,38,26,none,0,,0
10,90944,27925,31180,31839,3,11.051,0.414,Hard,5,10.8,8.2,7.3,10.8,6.7,2.51,2.1,3,Clear,38,26,none,0,,0
11,91554,29214,33585,28755,6,1.299,1.796,Hard,6,13.6,10.4,9.2,13.6,8.1,2.55,64.9,3,Clear,38,26,none,0,,0
12,86425,26730,30603,29092,7,0.120,0.572,Hard,7,16.2,12.7,10.9,16.2,9.5,2.55,40.1,3,Clear,38,26,none,0,,1
13,87494,27451,31389,28654,6,0.776,0.397,Hard,8,19.1,14.9,12.5,19.1,11.2,0.00,0.0,0,Clear,39,27,none,0,,0
