lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,89448,34735,33866,20847,11,0.188,0.793,Medium,1,4.0,4.0,2.2,3.6,1.5,2.66,79.2,3,Clear,37,26,none,0,,0
2,82844,30553,30981,21310,7,0.593,0.290,Medium,2,7.2,7.0,4.3,7.2,3.7,2.66,11.3,3,Clear,37,26,none,0,,0
3,81194,30158,30625,20411,6,0.568,1.653,Medium,3,10.8,9.9,6.5,10.8,5.7,2.61,8.0,3,Clear,37,26,none,0,,0
4,81693,29915,30899,20879,5,0.752,0.379,Medium,4,14.5,12.9,8.6,14.5,7.9,2.64,8.5,3,Clear,37,26,none,0,,0
5,82695,30619,31485,20591,4,1.599,0.589,Medium,5,18.5,16.0,10.8,18.5,10.1,2.55,8.1,3,Clear,37,26,none,0,,0
6,83010,30925,31178,20907,5,0.437,0.740,Medium,6,22.0,18.6,13.3,22.0,12.3,2.62,13.8,3,Clear,37,26,none,0,,0
7,81440,30086,30428,20926,3,1.370,0.937,Medium,7,25.5,21.7,15.6,25.5,14.3,2.48,7.4,3,Clear,37,26,none,0,,0
8,82882,30993,30788,21101,5,1.208,1.114,Medium,8,28.9,24.6,17.9,28.9,16.3,2.57,12.8,3,Clear,37,25,none,0,,0
9,82843,30680,30873,21290,3,3.658,0.000,Medium,9,32.7,27.2,20.1,32.7,18.5,2.53,17.2,3,Clear,37,25,none,0,,0
10,82686,30370,30931,21385,3,3.032,3.130,Medium,10,36.2,30.3,22.2,36.2,20.3,2.46,14.5,3,Clear,36,25,none,0,,0
11,105353,31236,30851,43266,2,0.110,3.383,Soft,1,0.2,0.2,0.0,0.1,0.0,2.45,20.4,0,Clear,36,25,none,1,Soft,0
12,110128,184,29666,80278,10,0.610,1.443,Soft,2,5.2,4.2,3.0,5.2,2.8,2.55,67.3,1,Clear,36,25,none,0,,0
13,82742,30375,30760,21607,10,0.694,0.338,Soft,3,9.9,8.0,6.0,9.9,5.2,2.67,100.0,0,Clear,36,25,none,0,,0
14,83334,30702,30969,21663,10,0.715,0.374,Soft,4,14.7,11.8,9.0,14.7,8.0,2.65,96.6,0,Clear,36,25,none,0,,0
15,82657,29922,31628,21107,11,0.129,0.311,Soft,5,19.9,15.4,12.3,19.9,10.8,2.58,100.0,0,Clear,36,25,none,0,,0
16,82637,30666,30898,21073,9,2.936,0.890,Soft,6,24.8,18.9,15.3,24.8,13.5,2.51,89.8,3,Clear,36,25,none,0,,0
17,82537,30605,30656,21276,10,2.563,0.833,Soft,7,29.9,22.5,18.4,29.9,16.1,2.45,96.9,0,Clear,36,25,none,0,,0
18,82368,31880,30734,19754,10,0.647,1.570,Soft,8,34.9,26.5,21.3,34.9,18.8,0.00,2.8,0,Clear,37,26,none,0,,0
