lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,102624,30560,29836,42228,3,1.245,0.475,Medium,1,4.5,3.8,2.8,4.5,1.1,1.48,4.5,3,Clear,29,20,none,0,,0
2,98714,25859,29886,42969,2,0.150,2.698,Medium,2,8.1,6.8,5.3,8.1,3.2,1.55,0.0,3,Clear,29,20,none,0,,1
3,98927,26371,29771,42785,1,0.000,1.842,Medium,3,11.6,9.5,7.5,11.6,5.4,1.49,6.9,3,Clear,29,20,none,0,,0
4,98480,26101,29898,42481,1,0.000,3.751,Medium,4,15.4,12.3,9.8,15.4,7.2,1.48,2.3,0,Clear,29,20,none,0,,0
5,99253,26418,30164,42671,2,0.072,4.824,Medium,5,19.3,15.3,12.1,19.3,9.1,1.37,4.8,0,Clear,29,20,none,0,,0
6,99222,26256,30253,42713,2,0.000,6.403,Medium,6,23.1,18.0,14.5,23.1,11.0,1.41,0.0,0,Clear,29,20,none,0,,0
7,99371,26455,30116,42800,1,0.000,8.175,Medium,7,26.6,21.0,16.7,26.6,13.2,1.40,3.0,3,Clear,29,20,none,0,,0
8,99738,26031,30406,43301,2,0.000,9.779,Medium,8,30.4,23.9,19.2,30.4,15.4,1.33,0.0,3,Clear,29,20,none,0,,0
9,100166,26688,30371,43107,2,0.000,10.809,Medium,9,34.3,26.8,21.6,34.3,17.4,1.45,3.2,3,Clear,29,20,none,0,,0
10,99622,26208,30113,43301,2,0.037,34.894,Medium,10,38.2,29.6,24.0,38.2,19.6,1.34,2.0,3,Clear,29,20,none,0,,0
11,101136,26972,30760,43404,1,0.000,32.045,Medium,11,42.1,32.4,26.2,42.1,21.7,1.46,7.7,3,Clear,29,20,none,0,,0
12,105540,26450,30518,48572,2,0.079,31.108,Medium,12,45.8,35.4,28.6,45.8,23.7,1.53,12.4,0,Clear,29,20,none,0,,0
13,115888,43778,29530,42580,2,0.006,10.099,Soft,1,0.2,0.2,0.2,0.2,0.1,1.33,72.3,3,Clear,29,20,none,1,Soft,0
14,96771,25247,29331,42193,1,0.000,12.853,Soft,2,4.8,3.9,3.6,4.8,2.8,0.00,0.0,0,Clear,28,19,none,0,,0
