lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,87403,31717,27898,27788,10,1.234,1.599,Medium,1,3.7,3.4,2.9,3.7,2.4,2.47,11.1,3,Clear,35,22,none,0,,0
2,81206,26176,27824,27206,9,0.236,0.569,Medium,2,7.1,6.4,5.1,7.1,4.6,2.55,4.2,3,Clear,35,22,none,0,,1
3,81127,25952,28385,26790,7,0.643,0.632,Medium,3,10.8,9.2,7.6,10.8,6.8,2.57,3.1,3,Clear,35,22,none,0,,1
4,81726,26542,28037,27147,6,1.145,0.302,Medium,4,14.8,12.2,9.8,14.8,8.8,2.54,12.0,3,Clear,35,22,none,0,,1
5,81545,25805,27703,28037,5,1.509,0.804,Medium,5,18.4,15.3,12.1,18.4,11.0,2.50,1.2,0,Clear,35,22,none,0,,0
6,81169,26374,27633,27162,5,0.627,1.418,Medium,6,22.1,18.0,14.3,22.1,13.1,2.37,4.6,3,Clear,35,22,none,0,,1
7,107968,26425,27962,53581,7,0.000,0.000,Hard,1,0.2,0.2,0.2,0.1,0.1,2.47,18.1,0,Clear,35,22,none,1,Hard,0
8,102403,48869,27067,26467,13,20.342,4.341,Hard,2,2.6,2.5,1.7,2.6,1.6,2.57,7.3,3,Clear,35,22,none,0,,0
9,80423,26315,27679,26429,3,4.702,2.271,Hard,3,5.4,4.8,3.4,5.4,3.1,2.45,0.0,3,Clear,35,22,none,0,,0
10,80925,26710,27591,26624,4,4.287,2.135,Hard,4,7.9,6.9,5.0,7.9,4.4,2.43,12.1,3,Clear,35,22,none,0,,0
11,79975,26110,27424,26441,2,3.071,3.660,Hard,5,10.8,9.1,6.5,10.8,5.9,2.32,14.6,3,Clear,35,22,none,0,,0
12,80710,25721,28285,26704,4,2.557,3.950,Hard,6,13.3,11.3,8.1,13.3,7.6,2.37,14.6,3,Clear,35,22,none,0,,0
13,80615,26156,27625,26834,3,2.126,4.030,Hard,7,16.4,13.5,9.9,16.4,9.2,2.33,7.5,3,Clear,35,22,none,0,,0
14,81069,25984,27722,27363,3,2.037,4.263,Hard,8,19.1,15.8,11.8,19.1,10.5,2.33,0.0,3,Clear,35,22,none,0,,0
15,80771,26135,27479,27157,3,1.272,5.064,Hard,9,22.0,17.9,13.5,22.0,11.9,2.26,0.0,3,Clear,35,22,none,0,,0
16,80139,26203,27342,26594,3,0.431,5.956,Hard,10,25.1,19.9,15.5,25.1,13.4,0.00,1.3,0,Clear,34,21,none,0,,0
