lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,98643,34942,40587,23114,8,0.282,2.093,Soft,1,4.6,3.0,3.1,4.6,1.6,1.38,3.5,3,Clear,28,23,none,0,,0
2,93668,30495,40054,23119,4,2.053,2.278,Soft,2,9.5,6.9,6.2,9.5,4.4,1.54,2.3,0,Clear,28,23,none,0,,0
3,93593,30330,40060,23203,4,0.965,4.116,Soft,3,14.1,10.5,9.4,14.1,7.0,1.44,6.8,3,Clear,28,23,none,0,,0
4,94817,30250,41151,23416,4,0.551,4.085,Soft,4,18.7,14.0,12.5,18.7,9.8,1.43,20.4,0,Clear,28,23,none,0,,1
5,93578,30102,40528,22948,3,0.000,1.916,Soft,5,23.6,17.8,15.6,23.6,12.5,1.38,13.3,0,Clear,28,23,none,0,,0
6,94565,30623,40594,23348,4,0.145,3.583,Soft,6,28.2,21.4,18.5,28.2,15.3,1.37,36.9,3,Clear,28,23,none,0,,0
7,96861,30568,41279,25014,2,0.096,4.554,Soft,7,32.9,24.9,21.8,32.9,18.2,1.48,2.7,0,Clear,28,23,none,0,,0
8,114042,50496,40583,22963,5,1.517,0.000,Medium,1,0.3,0.2,0.1,0.3,0.0,1.33,1.6,3,Clear,28,23,none,1,Medium,1
9,93351,29823,40626,22902,3,0.103,11.067,Medium,2,3.9,3.1,2.6,3.9,1.9,1.34,14.5,1,Clear,28,23,none,0,,0
10,94300,30645,40569,23086,3,0.000,12.602,Medium,3,7.8,5.9,4.9,7.8,3.8,1.46,74.0,2,Clear,28,23,none,0,,0
11,93107,29922,40001,23184,4,0.022,14.628,Medium,4,11.3,8.8,7.1,11.3,5.8,1.32,45.1,2,Clear,28,23,none,0,,0
12,93380,30008,40245,23127,3,0.061,16.088,Medium,5,15.2,11.6,9.6,15.2,8.0,1.35,25.5,2,Clear,28,23,none,0,,0
13,93619,30095,40264,23260,4,0.000,18.443,Medium,6,18.6,14.5,12.1,18.6,9.8,1.39,11.4,2,Clear,28,23,none,0,,0
14,95140,30242,40451,24447,3,0.154,19.058,Medium,7,22.4,17.4,14.5,22.4,11.7,0.00,2.1,0,Clear,28,23,none,0,,0
