lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,103365,30340,30624,42401,2,2.374,0.621,Medium,1,3.1,2.7,3.1,3.1,1.4,2.49,13.4,0,Clear,33,21,none,0,,0
2,98993,26113,30042,42838,3,1.551,2.943,Medium,2,6.9,5.4,5.5,6.9,3.3,2.54,3.5,0,Clear,33,21,none,0,,0
3,98921,26308,29884,42729,2,0.435,4.274,Medium,3,10.8,8.4,7.8,10.8,5.4,2.55,5.3,3,Clear,33,21,none,0,,1
4,99805,26233,30501,43071,2,0.308,5.653,Medium,4,14.3,11.2,10.4,14.3,7.5,2.45,4.1,3,Clear,33,21,none,0,,1
5,99553,26403,30020,43130,2,0.184,1.916,Medium,5,17.9,14.2,12.6,17.9,9.6,2.51,8.4,3,Clear,33,21,none,0,,0
6,99293,26261,30020,43012,2,0.000,3.932,Medium,6,21.4,17.0,14.8,21.4,11.9,2.46,30.5,0,Clear,33,21,none,0,,0
7,100464,26507,30637,43320,1,0.000,4.796,Medium,7,25.0,19.8,17.0,25.0,14.0,2.34,14.9,0,Clear,33,21,none,0,,0
8,100058,26607,30555,42896,2,0.000,5.665,Medium,8,28.7,22.7,19.1,28.7,16.3,2.40,13.7,0,Clear,33,21,none,0,,0
9,128162,26621,30137,71404,2,0.000,14.678,Hard,1,0.3,0.3,0.2,0.1,0.0,2.54,33.2,0,Clear,33,21,none,1,Hard,0
10,118160,45373,30203,42584,1,0.000,6.303,Hard,2,2.7,2.3,1.7,2.7,1.5,2.58,17.8,3,Clear,33,21,none,0,,0
11,98308,25626,29977,42705,2,0.182,7.046,Hard,3,5.7,4.3,3.5,5.7,3.1,2.42,20.9,0,Clear,33,21,none,0,,0
12,98226,25870,29976,42380,3,0.185,8.494,Hard,4,8.3,6.2,5.1,8.3,4.7,2.58,20.7,3,Clear,33,21,none,0,,0
13,98505,26164,29864,42477,2,0.000,10.155,Hard,5,11.2,8.4,6.8,11.2,6.5,2.47,29.1,3,Clear,33,21,none,0,,0
14,99030,26032,30103,42895,2,0.075,11.141,Hard,6,13.9,10.5,8.3,13.9,8.1,0.00,0.0,0,Clear,32,20,none,0,,0
