lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,99202,32584,40157,26461,2,0.555,0.982,Soft,1,4.0,2.1,3.1,4.0,1.9,2.53,16.8,3,Clear,34,27,none,0,,0
2,95218,28107,40399,26712,1,0.000,1.235,Soft,2,9.0,6.0,6.3,9.0,4.5,2.42,23.3,0,Clear,34,27,none,0,,0
3,95733,29333,39713,26687,1,0.000,1.706,Soft,3,14.1,9.9,9.6,14.1,7.4,2.43,27.2,3,Clear,34,27,none,0,,0
4,96219,28829,40126,27264,1,0.000,2.395,Soft,4,18.8,13.9,12.9,18.8,10.1,2.48,53.8,0,Clear,34,27,none,0,,0
5,97047,30066,40273,26708,1,0.000,1.463,Soft,5,23.5,17.7,15.8,23.5,12.6,2.51,44.8,3,Clear,34,27,none,0,,0
6,97554,29343,40605,27606,1,0.000,0.600,Soft,6,28.6,21.3,19.0,28.6,15.3,2.53,50.4,3,Clear,34,27,none,0,,0
7,97143,29053,41085,27005,2,0.015,0.789,Soft,7,33.3,25.2,22.1,33.3,18.0,2.42,24.2,3,Clear,34,27,none,0,,0
8,98311,29183,41491,27637,2,0.000,1.359,Soft,8,38.0,28.8,25.5,38.0,20.6,2.44,22.4,3,Clear,34,27,none,0,,0
9,103555,29358,41912,32285,1,0.000,11.259,Soft,9,42.9,32.3,28.5,42.9,23.4,2.56,15.8,0,Clear,34,27,none,0,,0
10,115594,49702,39607,26285,3,0.640,1.157,Medium,1,0.3,0.2,0.2,0.3,0.0,2.51,8.1,3,Clear,34,27,none,1,Medium,1
11,94170,28097,39382,26691,1,0.000,1.835,Medium,2,4.3,3.0,2.3,4.3,2.1,2.56,19.4,3,Clear,34,27,none,0,,0
12,94876,28791,39739,26346,1,0.000,2.967,Medium,3,7.8,5.7,4.6,7.8,4.3,2.56,28.2,3,Clear,34,27,none,0,,0
13,95093,28705,39615,26773,1,0.000,4.955,Medium,4,11.3,8.5,7.2,11.3,6.5,2.56,48.6,0,Clear,34,27,none,0,,0
14,95645,28744,39991,26910,1,0.000,5.758,Medium,5,14.9,11.5,9.5,14.9,8.6,2.51,72.5,3,Clear,34,27,none,0,,0
15,95545,28666,40128,26751,1,0.000,6.742,Medium,6,18.8,14.2,12.1,18.8,10.6,2.43,76.4,3,Clear,34,27,none,0,,0
16,95474,28332,40357,26785,1,0.000,7.332,Medium,7,22.7,17.2,14.2,22.7,12.5,0.02,3.8,0,Clear,34,27,none,0,,0
