lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,101361,29508,39495,32358,3,1.788,1.485,Medium,1,3.4,2.9,3.4,3.1,2.3,2.43,40.1,3,Clear,37,25,none,0,,0
2,98116,26217,38969,32930,3,1.146,0.129,Medium,2,7.0,5.6,5.7,7.0,4.6,2.42,7.0,3,Clear,36,24,none,0,,1
3,98346,26545,38979,32822,1,0.000,0.532,Medium,3,10.6,8.4,7.8,10.6,6.8,2.43,12.6,1,Clear,36,24,none,0,,0
4,98994,27248,39362,32384,2,0.031,1.322,Medium,4,14.5,11.4,10.0,14.5,8.9,2.48,7.1,3,Clear,36,24,none,0,,0
5,99218,26772,39458,32988,1,0.000,2.332,Medium,5,18.0,14.1,12.6,18.0,10.9,2.55,13.0,3,Clear,36,24,none,0,,0
6,99211,26909,39710,32592,1,0.000,3.600,Medium,6,21.6,16.7,14.8,21.6,13.0,2.46,9.6,3,Clear,36,24,none,0,,0
7,122075,26841,39929,55305,2,0.117,0.085,Hard,1,0.5,0.2,0.1,0.5,0.2,2.46,29.7,0,Clear,36,24,none,1,Hard,0
8,118222,45432,39997,32793,4,0.445,2.803,Hard,2,3.3,2.0,1.9,3.3,2.0,2.55,36.9,3,Clear,36,24,none,0,,0
9,100626,27261,40000,33365,1,0.000,0.033,Hard,3,6.1,3.9,3.7,6.1,3.5,2.50,11.3,2,Clear,36,24,none,0,,0
10,105684,27885,42708,35091,2,3.563,1.678,Hard,4,9.1,5.7,5.4,9.1,5.1,2.53,81.2,0,Clear,36,24,none,0,,0
11,107532,28084,42590,36858,6,1.383,0.373,Hard,5,11.9,8.0,7.1,11.9,6.7,2.82,100.0,0,Clear,36,24,none,0,,1
12,102982,28331,41079,33572,8,0.332,8.917,Hard,6,14.8,9.9,8.6,14.8,8.2,2.77,100.0,0,Clear,35,24,none,0,,1
13,101541,27264,40745,33532,7,0.239,8.388,Hard,7,17.9,12.0,10.5,17.9,9.5,2.89,98.7,3,Clear,35,24,none,0,,1
14,99987,27385,39387,33215,8,1.572,1.172,Hard,8,20.9,14.3,12.2,20.9,11.1,0.00,3.4,0,Clear,34,23,none,0,,0
