lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,84508,30269,24262,29977,7,0.839,1.149,Hard,1,3.3,1.9,2.2,3.3,1.8,2.55,8.9,3,Clear,37,25,none,0,,0
2,75067,21493,23718,29856,5,1.120,0.743,Hard,2,5.9,4.1,3.9,5.9,3.1,2.56,6.0,0,Clear,37,25,none,0,,1
3,75463,21550,23792,30121,3,1.311,0.366,Hard,3,8.4,6.3,5.5,8.4,4.7,2.63,7.3,0,Clear,37,25,none,0,,1
4,75272,21094,23939,30239,2,0.010,1.397,Hard,4,11.3,8.3,7.1,11.3,6.1,2.63,7.8,3,Clear,37,25,none,0,,1
5,76810,22926,24010,29874,1,0.000,0.907,Hard,5,14.1,10.2,8.7,14.1,7.9,2.76,7.0,0,Clear,37,25,none,0,,0
6,75262,21612,23935,29715,2,2.353,2.045,Hard,6,17.1,12.4,10.5,17.1,9.3,2.64,1.9,0,Clear,37,25,none,0,,0
7,75413,21656,23873,29884,2,1.962,2.342,Hard,7,19.8,14.6,12.3,19.8,10.9,2.67,0.4,0,Clear,37,25,none,0,,0
8,75531,21360,24110,30061,1,0.000,3.482,Hard,8,22.7,16.4,14.0,22.7,12.5,2.72,0.1,0,Clear,37,25,none,0,,0
9,131564,21610,23960,85992,2,0.027,1.757,Hard,9,25.5,18.2,15.9,25.5,14.1,2.79,7.2,0,Clear,37,25,none,0,,0
10,187596,21861,23811,141924,2,0.054,0.031,Soft,1,0.3,0.1,0.3,0.2,0.0,2.86,14.4,0,Clear,37,25,SC,1,Soft,0
11,78118,25287,23502,29329,1,0.000,0.323,Soft,2,5.1,3.9,3.7,5.1,2.9,2.88,12.0,3,Clear,37,25,none,0,,0
12,73830,21054,23576,29200,1,0.000,1.427,Soft,3,10.2,7.6,7.0,10.2,5.6,2.81,22.4,2,Clear,37,25,none,0,,0
13,73945,20960,23706,29279,2,0.000,2.269,Soft,4,15.3,11.6,9.9,15.3,8.1,2.83,0.0,2,Clear,37,25,none,0,,0
14,75948,21293,24383,30272,1,0.000,1.372,Soft,5,20.1,15.2,13.3,20.1,10.6,2.85,6.6,2,Clear,37,25,none,0,,0
15,85604,21196,28352,36056,1,0.000,1.355,Soft,6,25.3,18.8,16.5,25.3,13.1,2.95,6.7,2,Clear,37,25,SC,0,,0
16,103463,23887,33351,46225,1,0.000,1.261,Soft,7,30.4,22.3,19.6,30.4,15.9,3.21,2.7,2,Clear,37,25,SC,0,,0
17,75653,21402,23997,30254,1,0.000,1.594,Soft,8,35.5,25.8,22.7,35.5,18.5,3.27,11.1,0,Clear,37,25,none,0,,0
18,75566,45,63,75458,1,0.000,0.795,Soft,9,40.6,29.7,26.0,40.6,21.1,0.02,0.0,0,Clear,38,26,none,0,,0
