lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,103936,35700,41816,26420,10,1.227,0.723,Medium,1,2.7,2.6,2.7,2.3,1.1,2.50,17.4,3,Clear,32,26,none,0,,0
2,95706,28364,40140,27202,8,1.009,0.431,Medium,2,6.3,5.3,5.2,6.3,3.2,2.50,3.6,1,Clear,32,26,none,0,,0
3,96668,28537,41124,27007,6,1.027,0.590,Medium,3,10.2,8.0,7.7,10.2,5.5,2.47,1.0,1,Clear,32,26,none,0,,0
4,95757,28894,40010,26853,4,1.278,1.270,Medium,4,13.6,10.7,10.2,13.6,7.8,2.45,2.5,3,Clear,32,26,none,0,,0
5,96215,28973,40202,27040,3,1.952,1.529,Medium,5,17.2,13.7,12.3,17.2,9.8,2.52,3.0,3,Clear,32,26,none,0,,0
6,95818,28881,39867,27070,3,0.108,0.000,Medium,6,21.1,16.6,14.8,21.1,11.7,2.44,9.0,1,Clear,32,26,none,0,,0
7,96239,29015,40107,27117,3,0.120,2.878,Medium,7,24.7,19.4,17.2,24.7,13.7,2.49,0.4,3,Clear,31,26,none,0,,0
8,96628,29052,40533,27043,2,0.064,9.943,Medium,8,28.7,22.4,19.6,28.7,15.8,2.50,4.6,1,Clear,31,26,none,0,,0
9,122212,28958,41057,52197,1,0.000,12.997,Hard,1,0.4,0.0,0.1,0.4,0.1,2.57,10.3,0,Clear,31,26,SC,1,Hard,0
10,144967,51341,55466,38160,3,0.379,0.346,Hard,2,3.2,2.1,2.0,3.2,1.4,2.85,47.2,1,Clear,31,26,SC,0,,0
11,136771,38747,55773,42251,3,0.302,0.377,Hard,3,5.9,4.3,3.7,5.9,2.9,3.22,80.5,3,Clear,31,26,SC,0,,0
12,99332,30649,42090,26593,6,0.657,0.986,Hard,4,8.7,6.2,5.4,8.7,4.2,3.36,50.9,1,Clear,31,26,none,0,,0
13,95714,28547,40180,26987,8,0.729,0.882,Hard,5,11.3,8.1,7.1,11.3,6.0,3.46,31.9,1,Clear,31,26,none,0,,1
14,97571,28453,40769,28349,7,0.769,0.687,Hard,6,14.3,10.3,8.7,14.3,7.4,3.57,9.3,1,Clear,31,26,none,0,,1
15,96966,28845,40749,27372,7,0.679,0.270,Hard,7,16.9,12.2,10.3,16.9,8.9,3.53,22.9,1,Clear,31,26,none,0,,1
16,96793,28651,40373,27769,7,0.686,0.251,Hard,8,19.5,14.3,11.8,19.5,10.6,0.00,0.0,0,Clear,31,26,none,0,,0
