lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,103697,35702,41819,26176,11,1.220,0.671,Medium,1,4.0,1.8,3.3,4.0,1.6,2.57,13.4,3,Clear,31,25,none,0,,0
2,95990,28434,40223,27333,11,1.140,0.307,Medium,2,7.9,4.6,5.6,7.9,3.7,2.56,5.2,1,Clear,31,25,none,0,,0
3,96622,28560,41107,26955,9,1.166,0.494,Medium,3,11.7,7.5,8.1,11.7,5.9,2.47,6.4,1,Clear,31,25,none,0,,0
4,95982,28820,40044,27118,8,1.452,1.215,Medium,4,15.2,10.3,10.2,15.2,8.0,2.44,7.4,3,Clear,31,25,none,0,,0
5,96404,28913,40200,27291,5,1.984,1.459,Medium,5,19.1,13.0,12.4,19.1,10.1,2.47,3.9,3,Clear,31,25,none,0,,0
6,96012,28894,39960,27158,6,0.082,0.000,Medium,6,22.6,16.0,14.8,22.6,11.9,2.53,2.3,1,Clear,31,25,none,0,,0
7,96701,29067,40301,27333,3,0.091,2.956,Medium,7,26.3,18.8,17.3,26.3,13.8,2.43,0.5,3,Clear,30,25,none,0,,0
8,96897,29129,40536,27232,3,0.260,10.097,Medium,8,29.7,21.6,19.5,29.7,16.0,2.49,3.7,1,Clear,30,25,none,0,,0
9,120746,28797,40719,51230,4,0.155,13.100,Hard,1,0.5,0.2,0.3,0.5,0.0,2.58,11.8,0,Clear,30,25,SC,1,Hard,0
10,145396,51473,55622,38301,6,0.544,0.448,Hard,2,3.3,2.1,2.0,3.3,1.6,2.89,47.6,1,Clear,30,25,SC,0,,0
11,137102,38885,55852,42365,6,0.458,0.518,Hard,3,6.0,3.9,3.8,6.0,3.2,3.15,80.2,3,Clear,30,25,SC,0,,0
12,99520,30664,42253,26603,9,0.723,0.951,Hard,4,8.9,6.1,5.3,8.9,4.8,3.33,52.2,1,Clear,30,25,none,0,,0
13,96069,28542,40295,27232,9,0.597,1.015,Hard,5,11.4,8.3,7.2,11.4,6.1,3.43,34.4,1,Clear,30,25,none,0,,1
14,97583,28448,40836,28299,10,0.795,0.485,Hard,6,14.0,10.3,9.0,14.0,7.4,3.54,7.1,1,Clear,30,25,none,0,,1
15,97207,28911,40940,27356,9,0.932,0.258,Hard,7,16.8,12.4,10.7,16.8,9.1,3.53,24.7,1,Clear,30,25,none,0,,1
16,97164,28792,40542,27830,9,0.699,0.141,Hard,8,19.8,14.3,12.4,19.8,10.8,0.00,0.0,0,Clear,29,24,none,0,,0
