lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,89636,35407,30436,23793,9,0.475,0.341,Medium,1,4.3,2.3,3.2,4.3,2.1,2.54,10.3,3,Clear,37,25,none,0,,0
2,88702,34977,30123,23602,18,0.509,0.824,Medium,2,8.2,5.0,5.7,8.2,4.3,2.43,2.7,3,Clear,37,25,none,0,,1
3,81954,28857,29374,23723,17,0.781,0.249,Medium,3,12.0,7.7,8.3,12.0,6.4,2.50,2.5,3,Clear,37,25,none,0,,1
4,82218,28957,29641,23620,16,0.791,0.693,Medium,4,15.6,10.4,10.8,15.6,8.4,2.48,6.2,3,Clear,37,25,none,0,,1
5,82579,28997,29802,23780,15,0.892,0.309,Medium,5,19.4,13.0,12.9,19.4,10.2,2.53,3.8,3,Clear,37,25,none,0,,1
6,83248,29018,30073,24157,15,0.938,0.095,Medium,6,23.2,15.9,15.1,23.2,12.1,2.44,0.0,3,Clear,37,25,none,0,,1
7,82989,29064,29988,23937,15,1.021,0.152,Medium,7,27.1,18.8,17.4,27.1,14.0,2.52,0.3,3,Clear,37,25,none,0,,1
8,83732,29614,30152,23966,15,1.358,0.256,Medium,8,30.5,21.5,19.7,30.5,16.0,2.58,4.6,3,Clear,37,25,none,0,,0
9,87176,29811,30002,27363,19,0.136,0.000,Medium,9,34.4,24.4,22.1,34.4,17.9,2.53,5.0,0,Clear,37,25,none,0,,0
10,119786,45886,29707,44193,18,0.639,2.621,Hard,1,0.3,0.1,0.2,0.3,0.1,2.62,2.2,3,Clear,37,25,none,1,Hard,1
11,82718,29058,29820,23840,12,1.572,0.640,Hard,2,2.9,2.2,1.8,2.9,1.7,2.65,0.0,3,Clear,37,25,none,0,,0
12,81567,28825,29215,23527,11,0.725,1.823,Hard,3,6.0,4.0,3.3,6.0,3.2,2.59,7.5,3,Clear,37,25,none,0,,1
13,81788,28721,29376,23691,10,1.543,0.993,Hard,4,9.0,6.2,4.8,9.0,4.7,2.62,0.0,3,Clear,37,25,none,0,,0
14,81825,28968,29331,23526,11,1.458,1.694,Hard,5,11.9,8.2,6.7,11.9,6.5,2.58,2.8,3,Clear,37,25,none,0,,0
15,82165,28904,29438,23823,10,0.662,2.283,Hard,6,14.6,10.2,8.4,14.6,7.8,2.65,0.0,3,Clear,37,25,none,0,,1
16,82745,29319,29530,23896,11,1.180,0.703,Hard,7,17.6,12.3,10.3,17.6,9.6,2.57,4.1,3,Clear,37,25,none,0,,1
17,83081,28824,29977,24280,10,1.864,0.450,Hard,8,20.6,14.4,11.9,20.6,11.4,2.57,0.0,3,Clear,37,25,none,0,,0
18,84278,29414,30866,23998,9,3.509,0.610,Hard,9,23.5,16.6,13.7,23.5,13.0,0.06,2.5,0,Clear,37,25,none,0,,0
