lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,84430,28956,32263,23211,8,0.403,1.493,Soft,1,4.2,2.4,2.4,4.2,1.2,1.47,49.4,3,Clear,36,24,none,0,,0
2,78320,23240,31819,23261,4,0.948,0.516,Soft,2,8.9,6.4,5.6,8.9,4.0,1.35,21.0,3,Clear,36,24,none,0,,0
3,77190,23163,30806,23221,4,0.281,1.864,Soft,3,13.6,10.1,8.5,13.6,6.4,1.40,23.6,3,Clear,36,24,none,0,,1
4,78258,23052,31518,23688,3,1.452,0.477,Soft,4,18.5,13.7,11.7,18.5,9.1,1.46,52.9,3,Clear,36,24,none,0,,0
5,78444,23267,31698,23479,3,0.832,2.342,Soft,5,23.3,17.5,15.0,23.3,11.8,1.43,50.4,3,Clear,36,24,none,0,,1
6,77900,22917,31468,23515,2,2.741,0.394,Soft,6,28.0,21.1,18.1,28.0,14.7,1.39,35.9,3,Clear,36,24,none,0,,0
7,78231,23189,31582,23460,1,0.000,1.083,Soft,7,32.6,24.8,21.4,32.6,17.2,1.41,32.4,3,Clear,36,24,none,0,,0
8,78405,23276,31761,23368,2,1.833,2.352,Soft,8,37.4,28.4,24.6,37.4,19.8,1.44,17.6,3,Clear,36,24,none,0,,0
9,82512,23502,31765,27245,3,0.000,2.013,Soft,9,42.4,31.9,27.8,42.4,22.7,1.51,15.4,0,Clear,36,24,none,0,,0
10,118097,41526,31105,45466,7,0.501,0.156,Medium,1,0.2,0.2,0.2,0.1,0.1,1.51,26.0,3,Clear,36,24,none,1,Medium,0
11,78644,23123,32220,23301,1,0.000,3.065,Medium,2,3.5,3.2,2.6,3.5,2.0,1.49,57.2,3,Clear,36,24,none,0,,0
12,77076,23124,31090,22862,2,6.417,5.155,Medium,3,7.3,6.1,4.9,7.3,4.0,1.52,18.4,3,Clear,36,24,none,0,,0
13,77091,23053,30938,23100,1,0.000,9.173,Medium,4,11.1,8.9,7.1,11.1,6.0,1.53,7.5,3,Clear,36,24,none,0,,0
14,77440,23143,31178,23119,2,6.159,10.112,Medium,5,14.7,11.7,9.2,14.7,7.9,1.56,10.0,3,Clear,36,24,none,0,,0
15,77932,23229,30959,23744,1,0.000,11.004,Medium,6,18.4,14.7,11.4,18.4,9.8,1.43,23.1,3,Clear,36,24,none,0,,0
16,78159,23434,31615,23110,1,0.000,12.151,Medium,7,21.9,17.3,14.0,21.9,11.6,1.51,44.0,3,Clear,36,24,none,0,,0
17,78018,23241,31641,23136,1,0.000,12.514,Medium,8,25.6,20.4,16.4,25.6,13.7,0.00,0.3,0,Clear,35,23,none,0,,0
