lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,111927,44033,42646,25248,5,0.729,1.731,Medium,1,3.0,2.9,1.7,3.0,1.6,1.39,5.7,1,Clear,36,24,none,0,,0
2,104695,37226,41719,25750,2,2.635,2.616,Medium,2,6.7,6.0,3.9,6.7,3.6,1.47,1.9,1,Clear,36,24,none,0,,0
3,130335,37084,42310,50941,3,2.256,5.553,Hard,1,0.3,0.2,0.2,0.3,0.1,1.38,2.6,0,Clear,36,24,none,1,Hard,0
4,184278,18549,21155,144574,3,1.128,2.776,Hard,2,3.2,2.2,2.1,3.2,1.4,0.90,15.4,0,Clear,36,24,none,0,,0
5,263128,14,0,263114,3,0.000,0.000,Hard,3,5.8,4.0,4.0,5.8,3.0,0.43,28.1,3,Clear,35,24,SC,0,,0
6,106589,39288,41962,25339,1,0.000,1.025,Hard,4,8.7,6.1,5.7,8.7,4.7,1.45,9.2,0,Clear,35,24,none,0,,0
7,103958,36843,41610,25505,1,0.000,2.094,Hard,5,11.3,7.9,7.6,11.3,6.3,1.47,4.2,3,Clear,35,24,none,0,,0
8,104982,37121,42327,25534,1,0.000,2.910,Hard,6,14.0,10.0,9.5,14.0,7.7,1.30,42.0,3,Clear,35,24,none,0,,0
9,104980,37175,42279,25526,1,0.000,3.959,Hard,7,16.8,12.0,11.3,16.8,9.4,1.31,61.8,0,Clear,34,24,none,0,,0
10,105802,37106,42635,26061,1,0.000,4.682,Hard,8,19.5,13.9,12.9,19.5,11.2,1.17,100.0,0,Clear,34,24,none,0,,0
11,105177,37171,42598,25408,2,0.000,5.984,Hard,9,22.0,15.9,14.9,22.0,13.0,1.21,45.0,3,Clear,34,24,none,0,,0
12,104998,37293,41983,25722,1,0.000,8.206,Hard,10,24.9,18.0,16.6,24.9,14.8,1.19,49.2,3,Clear,34,24,none,0,,0
13,105316,38136,43512,23668,1,0.000,8.086,Hard,11,27.5,19.9,18.2,27.5,16.2,0.05,0.1,0,Clear,34,24,none,0,,0
