lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,91021,36502,18145,36374,4,0.417,0.460,Medium,1,3.9,3.9,3.4,3.4,1.8,2.38,23.2,3,Clear,34,23,none,0,,0
2,81875,28502,18614,34759,3,0.455,0.402,Medium,2,7.4,6.8,5.7,7.4,3.8,2.43,7.5,3,Clear,34,23,none,0,,1
3,82430,28513,18251,35666,4,0.273,0.480,Medium,3,11.2,9.6,8.2,11.2,5.8,2.47,4.1,3,Clear,34,23,none,0,,1
4,83332,28788,18530,36014,2,0.116,0.344,Medium,4,14.8,12.3,10.4,14.8,7.7,2.43,11.5,3,Clear,34,23,none,0,,1
5,83617,28906,18705,36006,1,0.000,0.125,Medium,5,18.3,15.1,12.8,18.3,9.9,2.42,21.0,3,Clear,34,23,none,0,,0
6,84639,29647,18880,36112,2,0.000,0.425,Medium,6,22.3,17.9,15.2,22.3,11.9,2.40,54.6,3,Clear,34,23,none,0,,0
7,85119,30648,19065,35406,1,0.000,0.863,Medium,7,25.8,20.9,17.6,25.8,14.0,2.24,57.2,3,Clear,34,23,none,0,,0
8,83892,28753,18647,36492,1,0.000,1.904,Medium,8,29.5,23.8,20.0,29.5,16.0,2.26,93.3,3,Clear,33,23,none,0,,0
9,121274,28928,18430,73916,1,0.000,0.000,Hard,1,0.2,0.2,0.0,0.0,0.0,2.34,90.6,0,Clear,33,23,none,1,Hard,0
10,87041,33317,18461,35263,1,0.000,2.794,Hard,2,2.9,2.2,1.9,2.9,1.5,2.27,51.8,3,Clear,33,23,none,0,,0
11,81713,28620,18501,34592,1,0.000,2.909,Hard,3,5.6,4.0,3.8,5.6,3.3,2.29,62.4,3,Clear,33,23,none,0,,0
12,81216,27781,18185,35250,2,0.033,3.720,Hard,4,8.2,6.2,5.7,8.2,4.8,2.19,10.8,3,Clear,33,23,none,0,,0
13,82233,28694,18484,35055,2,0.000,4.862,Hard,5,10.8,8.4,7.5,10.8,6.1,2.23,48.4,0,Clear,33,23,none,0,,0
14,81907,28617,18655,34635,1,0.000,6.288,Hard,6,13.6,10.7,9.0,13.6,7.4,2.13,51.3,3,Clear,33,23,none,0,,0
15,82028,28118,18740,35170,1,0.000,7.344,Hard,7,16.2,12.9,10.6,16.2,9.1,0.00,2.6,0,Clear,34,24,none,0,,0
