lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,87275,31664,27834,27777,8,1.168,1.560,Medium,1,3.6,3.6,1.8,2.4,1.3,2.57,7.7,3,Clear,37,24,none,0,,0
2,81133,26237,27784,27112,8,0.120,0.557,Medium,2,6.5,6.5,4.3,6.1,3.2,2.53,6.7,3,Clear,37,24,none,0,,1
3,81141,25972,28406,26763,5,0.664,0.731,Medium,3,9.8,9.6,6.6,9.8,5.4,2.49,0.8,3,Clear,37,24,none,0,,1
4,81617,26477,28031,27109,5,1.149,0.198,Medium,4,13.7,12.2,9.0,13.7,7.5,2.44,9.4,3,Clear,37,24,none,0,,1
5,81603,25835,27722,28046,4,1.594,0.923,Medium,5,17.6,15.1,11.2,17.6,9.5,2.45,4.2,0,Clear,37,24,none,0,,0
6,80933,26222,27534,27177,4,0.547,1.539,Medium,6,21.6,17.9,13.3,21.6,11.3,2.38,4.4,3,Clear,37,24,none,0,,1
7,109939,26343,27838,55758,7,0.000,0.033,Hard,1,0.4,0.4,0.3,0.3,0.1,2.42,18.0,0,Clear,37,24,none,1,Hard,0
8,102285,48813,27016,26456,12,20.300,4.391,Hard,2,3.0,2.3,2.0,3.0,1.6,2.56,1.8,3,Clear,37,24,none,0,,0
9,80141,26180,27614,26347,1,0.000,2.282,Hard,3,5.6,4.5,3.5,5.6,3.2,2.47,0.0,3,Clear,37,24,none,0,,0
10,80707,26621,27567,26519,1,0.000,2.295,Hard,4,8.6,6.7,5.1,8.6,4.9,2.44,10.5,3,Clear,37,24,none,0,,0
11,79868,26079,27399,26390,2,3.023,3.606,Hard,5,11.4,8.5,6.9,11.4,6.3,2.39,15.9,3,Clear,37,24,none,0,,0
12,80334,25604,28162,26568,3,2.507,4.007,Hard,6,14.4,10.4,8.4,14.4,7.7,2.34,14.0,3,Clear,37,24,none,0,,0
13,80695,26129,27585,26981,2,2.189,3.860,Hard,7,17.1,12.4,10.3,17.1,9.2,2.24,0.1,3,Clear,37,24,none,0,,0
14,80961,26061,27623,27277,1,0.000,4.191,Hard,8,20.2,14.6,12.2,20.2,10.9,2.35,7.4,3,Clear,37,24,none,0,,0
15,80487,26146,27375,26966,2,1.368,5.312,Hard,9,22.7,16.8,14.2,22.7,12.6,2.31,5.2,3,Clear,37,24,none,0,,0
16,80046,26213,27262,26571,2,0.239,5.868,Hard,10,25.5,18.7,16.0,25.5,14.2,0.05,3.0,0,Clear,38,25,none,0,,0
