lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,116182,36879,49536,29767,9,0.127,0.750,Soft,1,3.5,3.5,2.6,2.9,2.3,2.34,40.3,3,Clear,27,19,none,0,,0
2,108695,31903,47227,29565,7,1.240,1.336,Soft,2,7.9,7.2,5.8,7.9,5.1,2.44,1.4,3,Clear,27,19,none,0,,0
3,110249,32381,48013,29855,7,0.941,2.185,Soft,3,12.7,11.1,9.0,12.7,7.7,2.30,7.2,3,Clear,27,19,none,0,,1
4,110399,31958,48813,29628,7,0.637,2.707,Soft,4,17.8,14.7,11.9,17.8,10.6,2.23,4.7,3,Clear,27,19,none,0,,0
5,114979,32550,48618,33811,6,0.000,0.000,Soft,5,22.7,18.6,15.1,22.7,13.1,2.34,0.0,0,Clear,27,19,none,0,,0
6,123846,45802,48277,29767,5,0.977,0.000,Medium,1,0.2,0.1,0.1,0.2,0.2,2.35,0.0,3,Clear,27,19,none,1,Medium,1
7,108992,32524,47132,29336,2,0.027,1.342,Medium,2,3.8,3.0,2.5,3.8,2.2,2.27,11.4,1,Clear,27,19,none,0,,0
8,109894,32519,47794,29581,2,0.039,1.025,Medium,3,7.3,5.8,4.9,7.3,4.2,2.34,31.1,1,Clear,27,19,none,0,,0
9,109933,32446,47939,29548,4,0.038,1.151,Medium,4,11.2,8.9,7.4,11.2,6.2,2.17,53.0,1,Clear,27,19,none,0,,0
10,110586,32408,48387,29791,4,0.000,1.467,Medium,5,15.2,11.5,9.7,15.2,8.2,2.22,74.6,1,Clear,27,19,none,0,,0
11,121326,33449,53000,34877,3,0.298,0.482,Medium,6,19.1,14.3,11.9,19.1,10.2,0.08,1.8,0,Clear,27,19,none,0,,0
