lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,99975,39782,30240,29953,8,0.437,0.211,Soft,1,3.1,2.9,2.7,3.1,2.2,2.43,19.4,3,Clear,26,22,none,0,,0
2,95247,35521,30553,29173,6,2.511,1.715,Soft,2,8.1,6.9,5.7,8.1,4.8,2.44,3.8,0,Clear,26,22,none,0,,0
3,94956,35015,30536,29405,5,1.905,3.276,Soft,3,13.2,10.6,8.7,13.2,7.7,2.25,13.8,0,Clear,26,22,none,0,,0
4,95247,35468,30806,28973,5,1.244,4.615,Soft,4,18.2,14.5,11.9,18.2,10.5,2.28,5.8,3,Clear,26,22,none,0,,0
5,95471,35589,30640,29242,4,0.379,0.000,Soft,5,23.2,18.5,14.9,23.2,13.4,2.33,4.8,0,Clear,26,22,none,0,,1
6,95810,35688,30652,29470,2,1.334,0.951,Soft,6,27.8,22.4,18.2,27.8,16.0,2.20,5.4,0,Clear,26,22,none,0,,0
7,96759,35804,30526,30429,2,0.000,0.000,Soft,7,33.0,26.1,21.4,33.0,18.8,2.26,8.1,3,Clear,26,22,none,0,,0
8,115765,36106,30807,48852,1,0.000,8.991,Medium,1,0.4,0.1,0.2,0.4,0.1,2.26,8.8,0,Clear,26,22,none,1,Medium,0
9,108632,49987,29502,29143,4,0.017,1.569,Medium,2,3.9,3.1,2.7,3.9,1.9,2.20,0.0,3,Clear,25,22,none,0,,1
10,94927,35368,29835,29724,1,0.000,0.465,Medium,3,7.5,5.9,5.1,7.5,4.2,2.26,0.0,3,Clear,25,22,none,0,,0
11,93802,34722,29976,29104,1,0.000,2.569,Medium,4,11.1,8.7,7.6,11.1,6.2,2.11,22.6,0,Clear,25,22,none,0,,0
12,94077,34730,30125,29222,2,0.000,3.906,Medium,5,14.8,11.5,9.8,14.8,8.1,2.17,70.4,0,Clear,25,22,none,0,,0
13,94000,35011,30203,28786,1,0.000,5.357,Medium,6,18.7,14.1,12.2,18.7,10.3,0.05,0.7,0,Clear,26,23,none,0,,0
