lap,lap_time_ms,sector1_ms,sector2_ms,sector3_ms,position,gap_ahead_s,gap_behind_s,tire_compound,tire_age,tire_wear_max,tire_wear_fl,tire_wear_fr,tire_wear_rl,tire_wear_rr,fuel_remaining_laps,ers_percent,ers_mode,weather,track_temp_c,air_temp_c,safety_car_status,pit_this_lap,pit_compound_to,drs_used
1,101250,28713,39615,32922,5,0.730,0.752,Soft,1,4.3,4.0,2.5,4.3,1.2,2.47,37.8,3,Clear,40,26,none,0,,0
2,97363,26239,38454,32670,3,0.617,0.772,Soft,2,9.3,7.6,5.6,9.3,3.9,2.48,15.0,3,Clear,39,26,none,0,,1
3,97757,26574,38309,32874,1,0.000,0.826,Soft,3,14.4,11.4,8.9,14.4,6.5,2.54,27.4,3,Clear,39,26,none,0,,0
4,99593,27198,39412,32983,1,0.000,1.271,Soft,4,19.4,15.4,12.3,19.4,9.4,2.37,29.3,3,Clear,39,26,none,0,,0
5,99436,26872,39351,33213,1,0.000,1.756,Soft,5,24.5,19.0,15.4,24.5,12.1,2.34,28.2,3,Clear,39,26,none,0,,0
6,100480,27087,39885,33508,1,0.000,0.897,Soft,6,29.1,22.7,18.8,29.1,14.9,2.43,48.8,3,Clear,39,26,none,0,,0
7,100324,26983,39836,33505,1,0.000,0.855,Soft,7,33.9,26.4,21.9,33.9,17.5,2.47,55.6,3,Clear,39,26,none,0,,0
8,100152,26962,39669,33521,1,0.000,0.000,Soft,8,38.5,30.1,24.8,38.5,20.2,2.47,30.2,3,Clear,39,26,none,0,,0
9,100573,27278,39788,33507,1,0.000,20.972,Soft,9,43.6,33.9,28.0,43.6,23.0,2.33,31.3,0,Clear,39,26,none,0,,0
10,115909,45025,38602,32282,1,0.000,3.831,Medium,1,0.4,0.4,0.3,0.2,0.1,2.44,33.3,3,Clear,39,26,none,1,Medium,0
11,97569,26497,38755,32317,1,0.000,5.778,Medium,2,4.2,3.3,2.7,4.2,2.3,2.46,61.1,3,Clear,39,26,none,0,,0
12,97969,26641,39084,32244,1,0.000,7.232,Medium,3,7.8,6.2,5.0,7.8,4.4,2.29,98.4,0,Clear,38,26,none,0,,0
13,98001,26397,39067,32537,2,0.112,8.764,Medium,4,11.5,9.0,7.2,11.5,6.7,2.35,57.2,2,Clear,38,26,none,0,,0
14,98845,26132,39217,33496,1,0.000,10.128,Medium,5,15.3,12.0,9.7,15.3,8.8,2.28,31.3,2,Clear,38,26,none,0,,0
